Bus Name,Sentence,POS,NEG,NEU
Liên Hưng,Trả muộn so với thời gian dự kiến khoảng 3h.,0.1302,0.2995,0.5703
Liên Hưng,"Xe chờ quá nhiều hàng hoá trên xe, ko còn lối đi",0.0016,0.9972,0.0012
Liên Hưng,"Lần đầu đi hãng này khá là thất vọng, từ lúc đặt vé tới lúc ra điểm chờ, không nhận được cuộc gọi xác nhận hoặc thông báo gì cả luôn. Xe tới trễ 60’ không thấy gọi báo khách gì cả. Khá là thất vọng về dịch vụ",0.0007,0.9992,1e-04
Liên Hưng,Nhà xe nhiệt tình… tốt,0.9994,0.0004,1e-04
Liên Hưng,"Xe hôi, nhân viên nhà xe không tế nhị, hỗn loạn, ồn ào vì bắt khách ngoài.",0.0007,0.9985,0.0008
Liên Hưng,"Đi quá lâu, còn lại đều tốt, sài gòn- cam ranh 10h :(((",0.0597,0.7236,0.2166
Liên Hưng,"Thái độ nhân viên lái xe k tốt, vì sợ công an bắt xe mà vứt đồ của khách xuống đường",0.0178,0.9819,0.0002
Liên Hưng,Xe không có nhà vệ sinh,0.0005,0.9985,0.001
Liên Hưng,"Đặt vé 11h mà nhà xe lại gọi ra chỗ đón 9h30, mặc dù đã hỏi lại nhưng vẫn khẳng định.",0.1494,0.8017,0.0489
Liên Hưng,"Nói chung là khá tốt nhá , xe sạch sẽ , nước uống đầy đủ , máy lạnh oki nhưng chăn hơi mỏng cảm thấy rất lạnh mong nhà xe đầu tư thêm 1 chút để mua chăn dày hơn thì tui sẽ đânh giá 5 sao công nhận cái chăn mỏng le như cái tàu lá chuối :))))))",0.9996,0.0003,1e-04
Liên Hưng,"Xe đi êm, nhanh",0.9988,0.0005,0.0007
Liên Hưng,Quá chán,0.0018,0.9981,1e-04
Liên Hưng,Xe không dừng để đi vs,0.0055,0.9933,0.0012
Liên Hưng,Không có chỗ sạc pin điện thoại tại giường Phía dưới kẻ trong giường có rác chưa dọn,0.0532,0.9464,0.0004
Liên Hưng,Tốt,0.9938,0.0005,0.0057
Liên Hưng,Thoải mái sạch sẽ rất tuyệt.,0.999,0.0004,0.0007
Liên Hưng,Mấy lần trước đi đều ok. Lần này đi trúng cái xe j k tả nổi. Xe máy lạnh đã ngộp rồi mà mấy bác nhân viên còn hút thuốc trong xe mùi thuoc nồng nặc k thở nổi. Xe này k có tolet trong mắc đi vs fai chờ xe tới trạm dừng rất bất tiện. Mình chia sẻ biển số mọi người nên né ra,0.0019,0.998,1e-04
Liên Hưng,Tài xế xe khách liên hưng Bốc dở hàng ở giữa chặn quá nhiều. Lúc đi từ 8h ở Cam Ranh đt tài xế báo là 15h nhưng khi đi 1 lúc mình thấy tài xế ngừng giữa chặn bốc dở hàng quá nhiều thì mình hỏi tài xế trả lời 17h30 mới đến cì lí do kẹt xe giữa chặn. nhưng suốt chặn đường đi thì mình không thấy kẹt xe như tài xế nói mà lí do là vì Tài Xế bốc dở hàng ở giữa chặn quá nhiều. Thay vì mình đi 8 tiếng nhưng bây giờ mình phải đi 10 tiếng rưỡi. Nhà xe Liên Hưng quá tệ khi mà để cho tài xế chở khách mà Bốc Dỡ Hàng quá nhiều lần khiến cho giờ giấc kéo dài và mất thời gian của nhiều người,0.0005,0.9993,1e-04
Liên Hưng,"Xe mới nên còn nghe mùi cao su,gối bọc bằng da nhựa, rất cứng nằm đau đầu dễ sợ....ko dịch chuyển gối được.xe trung chuyển đi từ chợ đầu mối thủ đức qua Q5, đi ngang qua bùng binh P.V.Đồng mà tài trung chuyển lấy của mình 100k.thái độ của nv xe trung chuyển rất chi là... khó chịu....còn thái độ phục vụ nv,tài xế của xe Liên Hưng thì OK",0.0007,0.9991,0.0002
Liên Hưng,Đặt Q5 đi Q12. Điểm đón 1 đằn bắt ra Q5 sớm trung chuyển về An Sương Q12.,0.6029,0.3021,0.095
Liên Hưng,"Chất lượng dịch vụ chưa đạt. Giường của tôi không có gối kê đầu. Tôi đã xin nhà xe 2 lần nhưng đều bị bỏ lơ, không quan tâm.",0.0006,0.9993,1e-04
Liên Hưng,Đặt chỗ a2 cho ngồi c6 nên đánh giá 3***,0.9465,0.0016,0.0519
Liên Hưng,OK tốt,0.9893,0.0003,0.0104
Liên Hưng,Dịch vụ tệ,0.0005,0.9993,1e-04
Liên Hưng,Quá tệ. Giờ giấc bắt đầu cũng như kết thúc không đúng thời gian. Sẽ không có lần sau,0.0009,0.999,1e-04
Liên Hưng,"Trả khách không đúng điểm, làm mình phải mất thêm tiền đi chuyến khác",0.0008,0.9935,0.0057
Liên Hưng,Lần này được 8/10,0.9989,0.0004,0.0007
Liên Hưng,Xe chạy đúng giờ. Nhân viên thân thiện. Mình toàn đi xe Liên Hưng thôi.,0.9928,0.0003,0.0069
Liên Hưng,"Chuyến xe Nha Trang - Saigon tệ hại nhất từng trãi nghiệm: 1/ Thực tế xe khác ảnh, xe cũ và rất hôi, rác trong các kẹt giường vẫn còn ko đc dọn. 2/ Thời gian đi rất rất lâu, lần đầu tiên đi NT-SG mất 12 tiếng. Tôi chọn nhà xe bày vì khởi hành 8:00 (những nhà xe tôi hay đi thì khởi hành 9:00) và trên app nói giờ đến Quận 5 sẽ là 17:00. Nhưng đến tận 19:30 xe mới đến An Sương???. Trong quá trình đi xe liên tục dừng để bắt khách dọc đường. 3/ Điểm dừng ăn cơm quá nóng và dở + mắc. Điểm cộng duy nhất là bạn nhân viên dễ thương lịch sự.",0.0008,0.999,1e-04
Liên Hưng,"Xe 22 chỗ nên đi bị lắc nhiều nên khó ngủ, dễ say xe hơn xe 40ch. Xe mới nên mùi da khá khó chịu. Còn lại mọi thứ ok",0.0165,0.3374,0.646
Liên Hưng,quá tệ!đón khách chậm 30 phút.xe bị hỏng nhà vệ sinh.giường nằm bé xíu.trên đường đi dừng chờ đón khách rất nhiều rất lâu...phải xin mới có nước.....không có dép cho khách đi vệ sinh khi đến trạm nghỉ....thật lòng mình chỉ muốn đánh giá 1 sao.tặng thêm một sao vì bác tài xế nhiệt tình chu đáo.,0.0006,0.9993,1e-04
Liên Hưng,Nhân viên hút thuốc trên xe làm cho toàn hành khách rất ngợp. Đặc biệt là phụ nữ và trẻ em. Dịch vụ thì thua xa các hãng xe khác,0.0031,0.9967,0.0003
Liên Hưng,Chuyến xe chạy không đúng giờ. Đặt vé đón xe tài xế gọi không được. Thời gian đón quá trễ đặt lúc 18h45 mà 20h15 mới đón khách,0.0012,0.9981,0.0007
Liên Hưng,Xe em đặt trước lúc đi e gọi không được rồi lúc đi xe k kiểm vé e đợi cái e gọi xe rồi xe bảo quên kiểm vé:)),0.9997,0.0002,1e-04
Liên Hưng,Tạm ổn,0.008,0.0011,0.9909
Liên Hưng,Mọi thứ ok. Nhưng hút thuốc nhiều quá nằm giường đầu ná thở.,0.4528,0.0753,0.4718
Liên Hưng,Tài xế xe trung chuyển phía Nha Trang có thái độ không vui với hành khách mặt dù tui đã cười với anh ấy.. đề nghị tx này thay đổi cách hành xử của mình để hành khách có trải nghiệm tốt nhất khi toàn trình tui và gia đình cảm thấy rất hài lòng ! Xin cám ơn,0.2989,0.698,0.0031
Liên Hưng,Xe chảy nước ồn,0.0007,0.9986,0.0006
Liên Hưng,"12h30 là xuất bến tại Tịnh Biên, không phải ở chùa bà. Mà cũng ko đón tại chùa Bà, đón ở đường quốc lộ cách đó 1km. Giữa đường dừng mấy lần lấy hàng trái cây, hoa quả đủ cả, chất đầy hầm xe. làm tốn thời gian. Đc cái tài xế nhiệt tình.",0.0084,0.9882,0.0034
Liên Hưng,"Xe dừng nhiều quá, tiện nhưng hơi mệt mất nhiều thời gian",0.0197,0.651,0.3293
Liên Hưng,SG - Cam Ranh. Lên xe 13h30 - tới chỗ chắc 23h đêm. Có 350km mà chạy lâu quá,0.0023,0.9921,0.0055
Liên Hưng,"Quá tệ, đặt 2 vé cuối sát nhau, lại cho thêm khách nam nằm ngay giữa 2 ghé cuối, chật chội thẳng chân còn ko được, nước suối cũng ko phát cho 1 chai, thua cả xe 280k các hãng khác.( hỏi nv em đặt 2 giường sát nhau mà thì nhận được câu trả lời: thì 2 giường sát đó chị, còn chỗ này đâu phải giường, này ông tài xế nằm, nhưng em đính chính là khách nhé, tài xế nằm dứi hành lang đg đi ạ)",0.0023,0.9976,1e-04
Liên Hưng,Xe nhận khách thêm ngồi kín đường di lên cực bất tiện và không thoải mái. Khách ói khách nằm dọc 2 bên hành lang xe. Kinh khủng,0.0008,0.999,0.0002
Liên Hưng,Không có nước uống,0.0008,0.993,0.0062
Liên Hưng,Đi xe cũ chỗ nằm bình thường. Có WC mà ko sài được.,0.0005,0.9986,0.0009
Liên Hưng,Kh ngồi đúng ghế,0.0005,0.9976,0.0019
Liên Hưng,"Xe hút thuốc, nhân viên chưa thật sự nghiêm túc, xe đi chậm",0.0023,0.9969,0.0007
Liên Hưng,"Xe không êm , phục vụ chưa hoàn thiện",0.0004,0.9945,0.0051
Liên Hưng,"Tài xế xe chung chuyển thái độ ứng xử với khách khi khách hàng hỏi về xe chung chuyển thì tài xế xe chung chuyển nạc nộ, lớn tiếng quát khách hàng. Tôi không hài lòng về thái độ phục vụ của tài xế xe chung chuyển.",0.0003,0.9995,0.0002
Liên Hưng,Vé xe mình chuyến 11h trưa về 21h tối. Nhưng lại thành 11h30 về 22h30.,0.0017,0.9664,0.0319
Liên Hưng,Xe hôi mùi da. Toilet không sử dụng được. Đón thêm khách giữa đường nên nằm la liệt ở lối đi.,0.0005,0.9993,0.0002
Liên Hưng,"Đi trễ giờ; hẹn 4h mà tận 5h mới đến, lên chỗ đã đặt có người rồi, nhà xe không cho chỗ đã đặt, cho xuống tới ghế phía sau cùng",0.0029,0.9967,0.0004
Liên Hưng,"Cân nhắc kĩ khi đặt. Toilet hư, cuối xe nằm chân k thẳng, gập ghềnh tiền đình. Trung chuyển thì lâu. Còn nhét khách. Đi NT về SG từ 12h trưa tới 10h tối",0.0006,0.9992,0.0002
Liên Hưng,Cần tân trang xe mới hơn để hạn chế mùi từ WC. Xe dừng nhiều.,0.0017,0.9538,0.0446
Liên Hưng,Chưa trang bị nước uống,0.002,0.0065,0.9915
Liên Hưng,"Xe chạy không đúng giờ lịch 19:50 chạy nhưng xe đậu chờ đến 21:05 mới chạy. Xe chở quá người so với số giường, khách nằm dưới sàn nhiều. Xe không có trung chuyển.",0.0008,0.9988,0.0004
Liên Hưng,Thấy mọi người cứ chê LH nhiều . Nhưng cá nhân bản thân mình đã đi LH vài lần đều rất ok và thoải mái. Chắc có lẽ do hên xui chăng ?,0.9485,0.0005,0.0509
Liên Hưng,"Xe không phục vụ đủ nước, chở dư số lượng khách so với giường",0.0015,0.9982,0.0003
Liên Hưng,"Theo tôi nhìn thấy thì thấy lái xe đón khách dọc đường nằm sàn rất nhiều, không biết chính sách này nhà xe cho lái xe của mình được quyền đón khách dọc đường hay như thế nào ???? Nằm tràn lan trên sàn",0.0005,0.9991,0.0003
Liên Hưng,"Xe xì lốp phải dừng vá xe, đón khách dọc đường, khách nằm dọc lối đi, xe có mùi khói thuốc lá, tài xế nói chuyện ồn",0.0033,0.9964,0.0003
Liên Hưng,Quá tệ. Xe như xe dù chạy chậm rà đón khách trả khách dọc đường. Từ cam ranh về đến sài gòn gần 10 tiếng đồng hồ. Tởn tới già,0.0035,0.9964,1e-04
Liên Hưng,Xe sạch sẽ. Có điều bắt khách vs trả hàng dọc đường hơi nhiều,0.491,0.0128,0.4962
Liên Hưng,Quá tệ,0.0037,0.9962,1e-04
Liên Hưng,Tệ,0.0029,0.997,1e-04
Liên Hưng,App vexere để giờ chạy là 23h30 mà nhà xe thì báo 22h30. Ai đúng ai sai? Xe thì chạy lâu và chậm. Quá mệt mỏi.,0.0003,0.9994,0.0002
Liên Hưng,xe nhồi nhét quá nhiều khách ở hành lang,0.001,0.9989,1e-04
Liên Hưng,"Xe rất cũ kỹ, giá cao hơn những xe khác nhưng trải nghiệm rất tệ, tài xế lái rất vòng ko nghỉ ngơi được. Ai thích hành xác thì nên đi Liên Hưng. Đã vậy còn ghé bắt khách ngoài, nằm đầy cả lối đi, rất khó chịu",0.0008,0.9991,1e-04
Liên Hưng,"Quá tệ xe Liên Hưng! Đi xe vip 22 giường, quảng cáo là Cung điện di động Xe đón trễ 60 phút ở TpHCM, ko báo cho khách, khách gọi 3 cuộc mới trả lời Đến bến xe thì không có xe trung chuyển vào 77 Thái Nguyên- Nha trang(trong lúc đó xe Phương trang có 02 xe trung chuyển liên tục). Vào quầy hỏi thì nhân viên báo: chờ xíu. Đành bỏ qua đi grap. Dịch vụ tệ quá",0.0007,0.9992,1e-04
Liên Hưng,Hơi hôi nhưng thái độ tài xế ok,0.0132,0.0067,0.9801
Liên Hưng,Chuyến xe hqua trễ 1.5 tiếng so với time hiển thị trên app Vé Xe Rẻ,0.0066,0.8299,0.1635
Liên Hưng,Chuyến đi tệ,0.0006,0.9993,1e-04
Liên Hưng,"Nhà xe siêu tệ, phục vụ rất chán, đến bến xe còn bắt khách đi ra chỗ khác để bắt xe",0.0011,0.9988,1e-04
Liên Hưng,"Nhà xe siêu tệ, phục vụ rất chán, lên xe nhân viên hút thuốc rồi chửi bậy, đối xử với khách hàng tệ",0.0011,0.9988,1e-04
Liên Hưng,"Nhà xe siêu tệ, phục vụ rất chán, đón khách tùm lum trên đường còn cho khách nằm đường luồng",0.0013,0.9986,1e-04
Liên Hưng,"Nhà xe siêu tệ, phục vụ rất chán, nhân viên chửi bậy hút thuốc trên xe",0.0012,0.9987,1e-04
Liên Hưng,"Nhà xe siêu tệ, phục vụ rất chán, không có nước uống cho khách, đến bến rồi xong lại đỗ chỗ khác",0.0011,0.9989,1e-04
Liên Hưng,"Chạy xe hay đón khách giữa đường, tài xế hút thuốc hôi với nói chuyện ồn cả đêm khó mà ngủ được, nhà vệ sinh đi thấy mất vệ sinh quá, giường mềm gì thì cứ rít riat cảm giác cứ bẩn, thấy có để tiện ích có ghế massage mà không thấy có gì hết. Chắc đi 1 lần cho biết vậy thôi.",0.0007,0.9988,0.0005
Liên Hưng,Dự kiến lần nào cũng là 1h30 tới phan rang mà đi cả 5-7lần rồi lần nào cũng 2h40-3h mới tới Lúc nào cũng trễ hơn 1tiếng so với dự kiến Mong nhà xe chú ý để giờ dự kiến cho chính xác hơn chứ như vậy lỡ việc của người ta Giờ còn ngồi trên xe mà app nói là đến nơi rồi,0.0015,0.9983,0.0002
Liên Hưng,"Khách nằm giữa hành lang ,gây ảnh hưởng người khác",0.9429,0.0569,1e-04
Liên Hưng,"Xe dù, dừng chờ đón khách thêm liên tục, còn cho bán hàng rong lên xe mở rèm khách rao hàng om xòm",0.0022,0.9977,1e-04
Liên Hưng,"Săn sale giá 50% mà nhà xe tăng giá lên rồi mới áp mã giảm, mã giảm thì nhanh hết, đúng thời gian vào đã hết rồi",0.0011,0.996,0.003
Liên Hưng,"Quá tệ. Xe hôi, dơ. Cho bán hàng rong lên xe. Bắt khách dọc đường. Tốn thời gian, rất mệt.",0.0045,0.9955,1e-04
Liên Hưng,Nhóm tài xế chuyến xe nhiệt tình với khách. Khách hỏi trả lời ôn tồn nhẹ nhàng dễ nghe,0.9997,0.0002,1e-04
Liên Hưng,"Dịch vụ tệ. Vé book thanh toán đầy đủ nhưng vẫn không được ngồi chỗ mình chọn. Lúc lên xe còn cố tình bảo mình ngồi giữa làn rồi còn bảo là chỗ mình đã book. Rồi mình đưa bản đồ xe ra chỉ vị trí mình book thì mới giải quyết cho mình. Sau cùng, mình vẫn không được nằm chỗ mình đã book và ôm theo cảm giác bị lừa suốt chuyến đi.",0.0004,0.9994,0.0002
Liên Hưng,Xe hôi mùi thuốc lá,0.4485,0.5513,0.0002
Liên Hưng,Ko gọi khách hàng trước,0.0026,0.9103,0.0871
Liên Hưng,Như xe dù,0.001,0.0004,0.9986
Liên Hưng,Tạm ổn. Điểm trừ là toilet bị nghẹt,0.0033,0.0039,0.9928
Liên Hưng,Nhà xe phục vụ tốt.,0.9955,0.0018,0.0027
Liên Hưng,Tồi tệ Mua vé mà ko có gối . Lấy gối đưa khách nằm luồng Mua 2 vé sát bên tài xế bắt nằm luồng với 1 ghế Hoặc tài xế kêu là nằm ghế cũng đx đưa người khác nằm luồng Ko có rèm che Nói chung quá tẹ Lần sau sẽ ko đi tiếp,0.0008,0.9991,1e-04
Liên Hưng,Thái độ nhân viên ko ok ạ.,0.0037,0.984,0.0123
Liên Hưng,tài xế hách dịch nạt nộ khách,0.0043,0.9956,1e-04
Liên Hưng,Chạy chậm. Bỏ khách giữa đường. Không bao h đi nhà xe này nữa,0.0012,0.9987,1e-04
Liên Hưng,Tài xế cọc cằn với khách + cho hàng rong lên xe bán trong lúc xe dừng lần đầu và lúc xe chạy suốt một đoạn tiếp theo + nhận thêm khách nằm dòng 2 lối đi.,0.0034,0.9959,0.0007
Liên Hưng,"bác tài và phụ xe rất tốt bụng, nhiệt tình, thân thiệ",0.9994,0.0005,1e-04
Liên Hưng,Xe chạy lang thang dọc đường đón khách. Chạy 6 tiếng còn chưa ra tới Phan Thiết. Không bao giờ đi xe này nữa.,0.0008,0.9978,0.0015
Liên Hưng,"Nhà xe nhồi nhét khách, di chuyển tôi qua nằm giường khác và cho người khác lên xe nằm giữa tôi và vợ con tôi. Đến nơi họ lấy vali tôi ra khỏi xe và quăng vất vưởng dưới đất rất dơ bẩn. Một trải nghiệm rất rất rất tệ. Tôi sẽ không bao giờ đi xe Liên Hưng nữa.",0.0008,0.9991,1e-04
Liên Hưng,"Xe chạy hơi delay, nhưng mà thái độ phục vụ rất hài lòng, giường nằm sạch sẽ, lần sau ủng hộ tiếp",0.9443,0.004,0.0516
Liên Hưng,Bến Q5 thì thả miền đông. Đặt gế lớn để nằm thì đem hành lý lên gế luôn. P vé thì k có nỗi 1 cuộc gọi nhắc hay gì cả. Tài xế gọi thì k nghe máy.,0.001,0.998,0.001
Liên Hưng,Xếp sai chỗ nằm khác với vé đã chọn mua,0.0003,0.9989,0.0008
Liên Hưng,Xe chay trể 60p so với giờ xuất bến.,0.023,0.7415,0.2355
Liên Hưng,"Nhà xe tự ý đổi số ghế của khách , đến lúc khách lên thì ghế của khách đã bị ng khác nằm trước rồi, khách muốn xuống đúng chỗ yêu cầu nhưng tài xế ko chịu, bắt khách phải xún 1 chỗ xa hơn, còn đe doạ nếu ko xún thì sẽ chở tới bến xe luôn ko cho xún dọc đg nửa",0.3246,0.6751,0.0003
Liên Hưng,Nói chung là ổn,0.991,0.0003,0.0087
Liên Hưng,"Tài xế hút thuốc lá quá nhiều, gây khó chịu cho khách",0.0083,0.9915,0.0003
Liên Hưng,coa tolet là tui thichd lắm ak,0.9994,0.0003,0.0003
Liên Hưng,Tốt,0.9938,0.0005,0.0057
Liên Hưng,"Xe chạy được 5p dừng 1 lần nên mất gần 8 tiếng mới từ Cam Ranh về SG, phụ xe xếp khách nằm không đúng ghế đã mua, do có việc gấp mới đặt thôi chứ lần sau né xe này",0.0016,0.9983,1e-04
Liên Hưng,"Xe thoải mái, dù xách hơi nhiều đồ tí nhưng các bác tài, phụ xe hỗ trợ nhiệt tình",0.9493,0.0031,0.0477
Liên Hưng,"Xin chào Vexere  Tpoi là người đã nhiều lần sử đụng dịch vụ của VEXERE để mua vé xe khách và có trải nghiệm rất tốt, cũng như cảm thấy hài lòng sau khi trải nghiệm dịch vụ của các Hãng xe.  Tuy nhiên, cách đây 2 ngày, tôi rất bức xúc với dịch vụ của hãng xe Liên Hưng từ Đà Nẵng đến Nha Trang khởi hành lúc 18h30 ngày 30/7 mà tôi đã mua vé online qua app VEXERE.  Cụ thể, tôi đã mua vé bằng app VEXERE chuyến xe Đà Nẵng - Nha Trang, gời xuất phát tại bến xe trung tâm Đà Nẵng - 185 Tôn Đức Thắng lúcc 18h30. Xe Liên Hưng. Điểm đón trên app là văn phòng 77 Thái Nguyên, Nha Trang. (Trên thực tế, xe Liên Hưng trả khách tại 1 điểm khác hoàn toàn tại Nha Trang - ở đường 23/10,  không đúng với quảng cáo khi bán onlime, điều này gây khá nhiều rắc rối cho người nhà tôi khi bố trí xe đón gia đình tôi ở Nha Trang)  Khi tôi đặt vé trên app, tôi đã chọn 3 ghế cuối xe ở tầng 1. Theo sơ đồ ghế trên app, thể hiện hàng này chỉ có 3 ghế trống liền nhau, ở giữa là lối đi, nên tôi quyết định chọn mua 3 ghế này để phù hợp với số lượng 3 người của gia đình tôi.  Tuy nhiên khi lên xe, tôi mới biết 2 khoảng trống vốn được thiết kế cho lối đi lại giữa 3 ghế ¹cuối xe tầng dưới này đã được nhà xe bố trí cho người nằm, có nghĩa là hàng cuối tầng 1 sẽ có 5 người nằm  - điều này không đúng với thể hiện trên sơ đồ ghế trên app khi tôi chọn . Việc nhà xe bố trí thêm người nằm ở 2 vị trí lối đi này biến dãy ghế cuối xe tầng dưới thành 5 chỗ sát sạt nhau, người này đụng vào người kia, mỗi lần cựa mình xoay người sẽ đụng chạm làm ảnh hưởng người bên cạnh, cả quãng đường khoảng 450km việc nằm chật chội này khiến khách rất mệt mỏi, bất tiện. 3 người của qua đình tôi bị chen giữa bởi 2 người lạ. (Nhà xe có thể kiểm tra camera gắn trên xe để kiểm chứng) Ngay khi lên xe tại bến xe ở đà nẵng, tôi thắc mắc điều bất cập này với các nhân viên mặc đồng phục của hãng xe thì được trả lời rằng các chỗ lối đi đó dành cho tài xế nghỉ ngơi, muốn thắc mắc thì khách tự gọi tổng đài mà thắc mắc, bản thân họ chỉ là người làm thuê, không giải quyết khiếu nại với khách, yêu càu khách lên ghế nằm trật tự. Sau khi được trả lời như vậy, tôi phải tự mình lục  tìm trên mạng bằng đện thoại số tổng đài xe Liên Hưng để phản ảnh sự việc (tôi còn giữ bản ghi âm trên điện thoại), có nv trực tổng đài nghe máy và nghe tôi trình bày, tuy nhiên khi tôi chuyển điện thoại cho nhân viên lái xe theo yêu cầu của cô nv tổng đài, anh này đưa lại đt cho tôi và nói cuộc gọi đã ngắt rồi, tôi kiểm tra cũng thấy điện thoại đã ngắt. Có 2 nhân viên lái xe tham gia tranh cãi với thái độ vô cùng bất hợp tác với khách, 1 anh đậm người tóc dài búi sau gáy, 1 anh người gầy, tóc ngắn, cả 2 đều lái xe và theo xe. Thiết nghĩ hành khách chỉ gặp và tiếp xúc trực tiếp các nhân viên này, họ là đại diện cho hình ảnh, là đại diện cho chính nhà xe Liên Hưng, mà trả lời như vậy thì khách biết phản ảnh với ai??? Mặc dù vô cùng bức xúc, nhưng để tránh bị lỡ việc nên tôi không tranh cãi với nhà xe nữa và quay về chấp nhận nằm chen chúc ở cuối xe, chấp nhận sự bất tiện trong cả hành trình.  Ngoài ra, tôi nhận thấy, khi xe chạy dọc đường, xe này còn nhận thêm 1 số khách, bố trí nằm dọc lối đi (nhà xe có thể kiểm tra camera trên xe để kiểm chứng).   Một vấn đề khác liên quan đến chất lượng dịch vụ và sự hài lòng đối với hành khách, tôi cũng xin góp ý như sau: xe dừng giữa đêm 1 lần cho khách xuống đi vệ sinh, nhưng không có thùng dép để dưới cửa xe cho khách đi tạm (như 1 số nhà xe khác mà tôi đã từng sử dụng dịch vụ trước đây thường bố trí cho hành khách ở các điểm dừng tạm). Điều này dẫn đến rất nhiều, hầu hết hành khách ra đến cửa xe rồi lại phải quay vào ghế nằm để lấy giày dép, dòng người trong ngoài ra vào ngược chiều gây ùn tắc lối đi trên xe, gây lộn xộn và mất tương đối thời gian. Khu vệ sinh ở quán điểm dừng rất tạm bợ, kiểu của gia đình ít người sinh hoạt. Không có đèn chiếu sáng.  Đây là 1 số thông tin khiếu nại ban đầu và tạm thời. Các hình ảnh chụp được, tôi sẽ chia sẻ trên câc diễn đàn cộng đồng mạng để giúp mọi người có cái nhìn và đánh giá trung thực hơn về dịch vụ của nhà xe Liên Hưng.  Tôi cũng góp ý app bán vé VEXERE, cần kiểm soát chất lượng dịch vụ của nhà xe, vì các bạn là người bán dịch vụ cho họ, cũng cần đại diện cho các cam kết chất lượng hay thông tin chính xác của sản phẩm dịch vụ của nhà xe, không nên cứ nghe họ quảng cáo sao thì nghe vậy, rất mất uy tín.  Xin cảm ơn",0.0027,0.9969,0.0004
Liên Hưng,Chưa bao giờ đi chuyến xe bão táp đến vậy . Sao mà thiếu tính trách nhiệm quá kh biết . Khách đi vệ sinh thì bỏ quên khách . Đi đường thì 1 khúc thì bắt khác dọc đường. Xe chạy chán quá chán . Hi vọng nhà xe nhìn thấy .,0.0016,0.9982,0.0002
Liên Hưng,tài xế hút thuốc,0.7861,0.0174,0.1965
Liên Hưng,"Xe di chuyển trễ hơn giờ đặt 1 tiếng, trả khách k đúng yêu cầu, bắt chờ xe trung chuyển từ 1 tiếng đến 1,5 tiếng",0.0024,0.9966,0.001
Liên Hưng,Xe di chuyển sớm hơn giờ đặt 1 tiếng,0.9962,0.0007,0.0031
Liên Hưng,"Mình đi LH khá nhiều, đón k đúng giờ, nhưng ngoài LH thì k có tuyến nào từ CR về BD là ổn hơn LH hết",0.017,0.2486,0.7344
Liên Hưng,"Em để quên ví trên xe , liên hệ tài xế ngay thì được support rất nhiệt tình … Cảm ơn nhà xe nhiều 🥰",0.9995,1e-04,0.0004
Liên Hưng,Xe chạy quá chậm,0.0006,0.9992,0.0002
Liên Hưng,"Xe nhồi nhét khách, hàng hóa ngay hành lang, di chuyển khó khăn, tự động đổi ghế của khách, khi yêu cầu đổi lại đúng vé mua thì thái độ cả chuyến đi. Trải nghiệm tồi tệ nhất từng thấy.",0.0009,0.999,1e-04
Liên Hưng,"Đặt xe chuyến 11h30, thực tế xe 11h đã đến điểm đón, may mà ra sớm vừa kịp lên xe, tưởng sẽ đến sớm nhưng xe đi đón khách doc đường, nhận/trả hàng rất nhiều điểm nên đến nơi muộn hơn dự kiến 1h30'. Xe ko đi cao tốc, mọi người đặt xe lưu ý đến điểm đón sớm hơn 30f, và sẽ đến nơi muộn hơn ít nhất là 1h nhé.",0.9954,0.001,0.0036
Liên Hưng,"Đón quá sớm, đón lúc 18g30 nhưng xe còn chạy lòng vòng nhận hàng tới 22g mới bắt đầu chạy từ Nha Trang đi",0.005,0.98,0.015
Liên Hưng,"Xe từ Pleiku đi Nha trang chạy đúng giờ, lái xe phục vụ tốt, giờ đến Nha trang sớm hơn dự kiến trên website 2 tiếng.",0.9987,0.0007,0.0006
Liên Hưng,"Xe chạy như ăn cướp, phụ xe hút thuốc trong xe liên tục ngửi muốn xỉu, xe dừng liên tục, đi từ 2h đến 8h tối mới được ăn tối, chuyến đi kinh hoàng thiệt chứ",0.0086,0.9912,0.0002
Liên Hưng,"Xe dừng đón khách, bóc hàng dọc đường liên tục. Trải nghiệm lần đầu quá tệ luôn. Từ Sg-ĐNai hẳn 4tiếng hơn trời ơi. Mn cân nhắc kĩ nha. Bác tài và phụ lái nói chuyện lớn tiếng văng tục cũng kha khá.",0.0014,0.9985,1e-04
Liên Hưng,Đặt vé 29 28 xe đã ik,0.9647,0.001,0.0344
Liên Hưng,Thái độ không hài lòng,0.0011,0.9985,0.0004
Liên Hưng,Thời hian không chính xác.lịch 12h30 toi gan 16h xe chạy. Chất lượng xe kém.,0.0006,0.9993,0.0002
Liên Hưng,"Dịch vụ thảm họa. Xe hư sửa 3 tiếng, sự cố ko ai mong muốn nhưng cách xử lý của nhà xe cũng siêu tệ, lúc tới nơi bỏ khách giữa ql1a thay vì trung chuyển về vp q5 như cam kết lúc mua. Gọi tổng đài thì cúp máy ngang chứ ko thèm giải quyết.",0.0011,0.9989,1e-04
Liên Hưng,"Làm mất hàng của khách, không có trách nhiệm",0.0005,0.9989,0.0006
Liên Hưng,Tệ,0.0029,0.997,1e-04
Liên Hưng,rất hài lòng,0.9997,0.0002,1e-04
